Store,Date,DayOfWeek,FirstHour,FirstHourSales,LastHour,LastHourSales
Tacos Gavilan Downey,2025-11-15,Sábado,12:00 AM,728.53,11:00 PM,823.73
Tacos Gavilan LA Broadway,2025-11-15,Sábado,12:00 AM,737.84,11:00 PM,1017.40
Tacos Gavilan La Puente,2025-11-15,Sábado,12:00 AM,343.50,11:00 PM,407.82
Tacos Gavilan South Gate,2025-11-15,Sábado,12:00 AM,582.26,11:00 PM,722.94
Tacos Gavilan Bell,2025-11-15,Sábado,12:00 AM,304.98,11:00 PM,241.64
Tacos Gavilan Santa Ana,2025-11-16,Domingo,12:00 AM,43.42,11:00 PM,277.04
Tacos Gavilan La Puente,2025-11-16,Domingo,9:00 AM,9.16,11:00 PM,78.89
Tacos Gavilan LA Central,2025-11-16,Domingo,12:00 AM,620.19,11:00 PM,750.90
Tacos Gavilan Bell,2025-11-16,Domingo,10:00 AM,330.27,11:00 PM,328.51
Tacos Gavilan Downey,2025-11-16,Domingo,9:00 AM,305.83,11:00 PM,491.10
Tacos Gavilan Huntington Park,2025-11-16,Domingo,10:00 AM,392.61,11:00 PM,514.55
Tacos Gavilan Norwalk,2025-11-16,Domingo,12:00 AM,190.11,11:00 PM,866.60
Tacos Gavilan Slauson,2025-11-16,Domingo,12:00 AM,321.39,11:00 PM,659.77
Tacos Gavilan LA Broadway,2025-11-16,Domingo,12:00 AM,415.08,11:00 PM,509.11
Tacos Gavilan Azusa,2025-11-16,Domingo,10:00 AM,112.65,11:00 PM,174.44
Tacos Gavilan South Gate,2025-11-16,Domingo,10:00 AM,504.73,11:00 PM,476.70
Tacos Gavilan Rialto,2025-11-16,Domingo,12:00 AM,350.54,11:00 PM,331.51
Tacos Gavilan West Covina,2025-11-16,Domingo,12:00 AM,416.98,11:00 PM,431.37
Tacos Gavilan Hollywood,2025-11-16,Domingo,9:00 AM,160.20,11:00 PM,606.31
Tacos Gavilan Lynwood,2025-11-16,Domingo,12:00 AM,463.94,11:00 PM,503.14
Tacos Gavilan Santa Ana,2025-11-17,Lunes,10:00 AM,372.25,11:00 PM,282.83
Tacos Gavilan Rialto,2025-11-17,Lunes,9:00 AM,149.29,11:00 PM,375.77
Tacos Gavilan LA Central,2025-11-17,Lunes,12:00 AM,682.21,11:00 PM,732.25
Tacos Gavilan South Gate,2025-11-17,Lunes,8:00 AM,8.59,11:00 PM,327.91
Tacos Gavilan Huntington Park,2025-11-17,Lunes,10:00 AM,790.63,11:00 PM,244.30
Tacos Gavilan Norwalk,2025-11-17,Lunes,12:00 AM,449.56,11:00 PM,489.58
Tacos Gavilan Hollywood,2025-11-17,Lunes,9:00 AM,269.31,11:00 PM,218.87
Tacos Gavilan Azusa,2025-11-17,Lunes,9:00 AM,9.09,11:00 PM,143.88
Tacos Gavilan La Puente,2025-11-17,Lunes,9:00 AM,9.89,11:00 PM,313.69
Tacos Gavilan Downey,2025-11-17,Lunes,9:00 AM,374.55,11:00 PM,183.96
Tacos Gavilan LA Broadway,2025-11-17,Lunes,12:00 AM,294.95,11:00 PM,623.84
Tacos Gavilan Lynwood,2025-11-17,Lunes,12:00 AM,754.16,11:00 PM,577.95
Tacos Gavilan Bell,2025-11-17,Lunes,9:00 AM,67.11,11:00 PM,144.20
Tacos Gavilan Slauson,2025-11-17,Lunes,12:00 AM,546.61,11:00 PM,471.13
Tacos Gavilan West Covina,2025-11-17,Lunes,12:00 AM,358.66,11:00 PM,384.77
Tacos Gavilan Santa Ana,2025-11-18,Martes,9:00 AM,891.77,11:00 PM,349.96
Tacos Gavilan La Puente,2025-11-18,Martes,8:00 AM,10.53,11:00 PM,318.39
Tacos Gavilan Rialto,2025-11-18,Martes,8:00 AM,87.79,11:00 PM,401.70
Tacos Gavilan LA Central,2025-11-18,Martes,12:00 AM,510.17,11:00 PM,945.41
Tacos Gavilan Bell,2025-11-18,Martes,9:00 AM,46.47,11:00 PM,99.06
Tacos Gavilan Norwalk,2025-11-18,Martes,12:00 AM,468.62,11:00 PM,785.22
Tacos Gavilan Slauson,2025-11-18,Martes,12:00 AM,214.76,11:00 PM,595.10
Tacos Gavilan Hollywood,2025-11-18,Martes,8:00 AM,12.28,11:00 PM,371.59
Tacos Gavilan Downey,2025-11-18,Martes,9:00 AM,177.15,11:00 PM,184.57
Tacos Gavilan Huntington Park,2025-11-18,Martes,10:00 AM,477.03,11:00 PM,335.55
Tacos Gavilan Lynwood,2025-11-18,Martes,12:00 AM,586.70,11:00 PM,772.46
Tacos Gavilan South Gate,2025-11-18,Martes,9:00 AM,214.39,11:00 PM,509.76
Tacos Gavilan Azusa,2025-11-18,Martes,9:00 AM,16.07,11:00 PM,278.07
Tacos Gavilan LA Broadway,2025-11-18,Martes,12:00 AM,181.17,11:00 PM,401.54
Tacos Gavilan West Covina,2025-11-18,Martes,12:00 AM,397.00,11:00 PM,455.15
Tacos Gavilan Santa Ana,2025-11-19,Miércoles,10:00 AM,502.03,11:00 PM,215.23
Tacos Gavilan Rialto,2025-11-19,Miércoles,8:00 AM,15.96,11:00 PM,448.44
Tacos Gavilan LA Central,2025-11-19,Miércoles,12:00 AM,904.87,11:00 PM,816.55
Tacos Gavilan South Gate,2025-11-19,Miércoles,9:00 AM,104.32,11:00 PM,402.86
Tacos Gavilan Huntington Park,2025-11-19,Miércoles,10:00 AM,435.06,11:00 PM,212.07
Tacos Gavilan Norwalk,2025-11-19,Miércoles,12:00 AM,490.22,11:00 PM,642.17
Tacos Gavilan Hollywood,2025-11-19,Miércoles,9:00 AM,235.12,11:00 PM,467.15
Tacos Gavilan LA Broadway,2025-11-19,Miércoles,12:00 AM,498.11,11:00 PM,443.39
Tacos Gavilan Bell,2025-11-19,Miércoles,10:00 AM,186.92,11:00 PM,154.00
Tacos Gavilan Downey,2025-11-19,Miércoles,9:00 AM,140.54,11:00 PM,277.13
Tacos Gavilan Azusa,2025-11-19,Miércoles,9:00 AM,22.27,11:00 PM,312.41
Tacos Gavilan Lynwood,2025-11-19,Miércoles,12:00 AM,635.30,11:00 PM,617.21
Tacos Gavilan La Puente,2025-11-19,Miércoles,12:00 AM,30.48,11:00 PM,293.55
Tacos Gavilan Slauson,2025-11-19,Miércoles,12:00 AM,404.94,11:00 PM,660.18
Tacos Gavilan West Covina,2025-11-19,Miércoles,12:00 AM,475.38,11:00 PM,432.83
Tacos Gavilan West Covina,2025-11-20,Jueves,12:00 AM,431.85,11:00 PM,335.40
Tacos Gavilan La Puente,2025-11-20,Jueves,8:00 AM,54.39,11:00 PM,409.88
Tacos Gavilan Rialto,2025-11-20,Jueves,12:00 AM,312.68,11:00 PM,303.50
Tacos Gavilan LA Central,2025-11-20,Jueves,12:00 AM,708.19,11:00 PM,995.20
Tacos Gavilan Bell,2025-11-20,Jueves,9:00 AM,22.54,11:00 PM,219.55
Tacos Gavilan Norwalk,2025-11-20,Jueves,12:00 AM,579.62,11:00 PM,721.96
Tacos Gavilan Slauson,2025-11-20,Jueves,12:00 AM,397.08,11:00 PM,835.41
Tacos Gavilan Hollywood,2025-11-20,Jueves,9:00 AM,387.09,11:00 PM,439.01
Tacos Gavilan South Gate,2025-11-20,Jueves,12:00 AM,7.58,11:00 PM,581.16
Tacos Gavilan Downey,2025-11-20,Jueves,12:00 AM,188.53,11:00 PM,241.11
Tacos Gavilan LA Broadway,2025-11-20,Jueves,12:00 AM,328.82,11:00 PM,534.82
Tacos Gavilan Azusa,2025-11-20,Jueves,10:00 AM,118.63,11:00 PM,313.33
Tacos Gavilan Huntington Park,2025-11-20,Jueves,12:00 AM,234.93,11:00 PM,2004.42
Tacos Gavilan Lynwood,2025-11-20,Jueves,12:00 AM,580.77,11:00 PM,621.22
Tacos Gavilan Santa Ana,2025-11-20,Jueves,10:00 AM,557.79,11:00 PM,416.68
Tacos Gavilan Santa Ana,2025-11-21,Viernes,12:00 AM,536.27,11:00 PM,864.57
Tacos Gavilan Rialto,2025-11-21,Viernes,12:00 AM,645.77,11:00 PM,878.81
Tacos Gavilan LA Central,2025-11-21,Viernes,12:00 AM,841.04,11:00 PM,1331.89
Tacos Gavilan South Gate,2025-11-21,Viernes,12:00 AM,621.25,11:00 PM,713.82
Tacos Gavilan Huntington Park,2025-11-21,Viernes,12:00 AM,582.21,11:00 PM,465.09
Tacos Gavilan Norwalk,2025-11-21,Viernes,12:00 AM,975.28,11:00 PM,1141.61
Tacos Gavilan Hollywood,2025-11-21,Viernes,12:00 AM,553.29,11:00 PM,567.31
Tacos Gavilan Azusa,2025-11-21,Viernes,12:00 AM,98.08,11:00 PM,668.39
Tacos Gavilan La Puente,2025-11-21,Viernes,12:00 AM,346.29,11:00 PM,493.88
Tacos Gavilan Downey,2025-11-21,Viernes,12:00 AM,662.14,11:00 PM,629.51
Tacos Gavilan LA Broadway,2025-11-21,Viernes,12:00 AM,767.90,11:00 PM,740.96
Tacos Gavilan Bell,2025-11-21,Viernes,12:00 AM,348.38,11:00 PM,474.81
Tacos Gavilan Lynwood,2025-11-21,Viernes,12:00 AM,914.06,11:00 PM,1246.89
Tacos Gavilan Slauson,2025-11-21,Viernes,12:00 AM,1096.26,11:00 PM,885.82
Tacos Gavilan West Covina,2025-11-21,Viernes,12:00 AM,714.62,11:00 PM,969.74
Tacos Gavilan Santa Ana,2025-11-22,Sábado,12:00 AM,797.37,11:00 PM,753.85
Tacos Gavilan Rialto,2025-11-22,Sábado,12:00 AM,664.71,11:00 PM,778.89
Tacos Gavilan LA Central,2025-11-22,Sábado,12:00 AM,1753.32,11:00 PM,1703.41
Tacos Gavilan South Gate,2025-11-22,Sábado,12:00 AM,659.19,11:00 PM,1035.67
Tacos Gavilan Huntington Park,2025-11-22,Sábado,12:00 AM,667.36,11:00 PM,745.46
Tacos Gavilan Norwalk,2025-11-22,Sábado,12:00 AM,916.02,11:00 PM,1019.57
Tacos Gavilan Hollywood,2025-11-22,Sábado,12:00 AM,622.70,11:00 PM,511.30
Tacos Gavilan La Puente,2025-11-22,Sábado,12:00 AM,376.05,11:00 PM,501.68
Tacos Gavilan West Covina,2025-11-22,Sábado,12:00 AM,1109.82,11:00 PM,979.97
Tacos Gavilan Azusa,2025-11-22,Sábado,12:00 AM,430.91,11:00 PM,452.85
Tacos Gavilan Downey,2025-11-22,Sábado,12:00 AM,1084.42,11:00 PM,791.41
Tacos Gavilan Bell,2025-11-22,Sábado,12:00 AM,422.96,11:00 PM,553.86
Tacos Gavilan LA Broadway,2025-11-22,Sábado,12:00 AM,1286.93,11:00 PM,905.71
Tacos Gavilan Lynwood,2025-11-22,Sábado,12:00 AM,1177.00,11:00 PM,1140.68
Tacos Gavilan Slauson,2025-11-22,Sábado,12:00 AM,1607.38,11:00 PM,904.41
Tacos Gavilan Santa Ana,2025-11-23,Domingo,12:00 AM,4.49,11:00 PM,795.59
Tacos Gavilan Rialto,2025-11-23,Domingo,12:00 AM,424.67,11:00 PM,529.35
Tacos Gavilan LA Central,2025-11-23,Domingo,12:00 AM,1233.00,11:00 PM,1438.65
Tacos Gavilan South Gate,2025-11-23,Domingo,9:00 AM,31.21,11:00 PM,445.08
Tacos Gavilan Huntington Park,2025-11-23,Domingo,9:00 AM,9.09,11:00 PM,439.66
Tacos Gavilan Norwalk,2025-11-23,Domingo,12:00 AM,474.35,11:00 PM,867.92
Tacos Gavilan Hollywood,2025-11-23,Domingo,12:00 AM,38.61,11:00 PM,430.10
Tacos Gavilan LA Broadway,2025-11-23,Domingo,12:00 AM,574.64,11:00 PM,685.63
Tacos Gavilan Bell,2025-11-23,Domingo,10:00 AM,158.64,11:00 PM,250.16
Tacos Gavilan Azusa,2025-11-23,Domingo,9:00 AM,12.38,11:00 PM,208.94
Tacos Gavilan Downey,2025-11-23,Domingo,12:00 AM,87.86,11:00 PM,274.76
Tacos Gavilan La Puente,2025-11-23,Domingo,9:00 AM,211.41,11:00 PM,272.01
Tacos Gavilan West Covina,2025-11-23,Domingo,12:00 AM,576.44,11:00 PM,566.38
Tacos Gavilan Slauson,2025-11-23,Domingo,12:00 AM,467.49,11:00 PM,718.12
Tacos Gavilan Lynwood,2025-11-23,Domingo,12:00 AM,654.70,11:00 PM,876.60
Tacos Gavilan Santa Ana,2025-11-24,Lunes,9:00 AM,16.94,11:00 PM,279.81
Tacos Gavilan La Puente,2025-11-24,Lunes,9:00 AM,24.90,11:00 PM,312.39
Tacos Gavilan Rialto,2025-11-24,Lunes,9:00 AM,240.44,11:00 PM,621.23
Tacos Gavilan LA Central,2025-11-24,Lunes,12:00 AM,894.47,11:00 PM,979.63
Tacos Gavilan Bell,2025-11-24,Lunes,10:00 AM,130.78,11:00 PM,103.44
Tacos Gavilan Huntington Park,2025-11-24,Lunes,10:00 AM,397.88,11:00 PM,434.83
Tacos Gavilan Norwalk,2025-11-24,Lunes,12:00 AM,368.67,11:00 PM,691.84
Tacos Gavilan Slauson,2025-11-24,Lunes,12:00 AM,195.43,11:00 PM,547.65
Tacos Gavilan Downey,2025-11-24,Lunes,8:00 AM,13.68,11:00 PM,181.48
Tacos Gavilan Azusa,2025-11-24,Lunes,9:00 AM,56.04,11:00 PM,123.03
Tacos Gavilan LA Broadway,2025-11-24,Lunes,12:00 AM,515.19,11:00 PM,611.88
Tacos Gavilan South Gate,2025-11-24,Lunes,9:00 AM,135.19,11:00 PM,321.69
Tacos Gavilan Hollywood,2025-11-24,Lunes,1:00 AM,8.59,11:00 PM,510.90
Tacos Gavilan West Covina,2025-11-24,Lunes,12:00 AM,505.17,11:00 PM,383.86
Tacos Gavilan Lynwood,2025-11-24,Lunes,12:00 AM,317.28,11:00 PM,696.04
Tacos Gavilan Santa Ana,2025-11-25,Martes,9:00 AM,1773.16,11:00 PM,336.54
Tacos Gavilan Rialto,2025-11-25,Martes,9:00 AM,221.68,11:00 PM,546.94
Tacos Gavilan LA Central,2025-11-25,Martes,12:00 AM,662.18,11:00 PM,926.64
Tacos Gavilan Downey,2025-11-25,Martes,8:00 AM,18.07,11:00 PM,580.55
Tacos Gavilan Huntington Park,2025-11-25,Martes,9:00 AM,22.90,11:00 PM,397.71
Tacos Gavilan Lynwood,2025-11-25,Martes,12:00 AM,773.95,11:00 PM,973.07
Tacos Gavilan Hollywood,2025-11-25,Martes,9:00 AM,184.35,11:00 PM,468.73
Tacos Gavilan Bell,2025-11-25,Martes,9:00 AM,26.36,11:00 PM,180.67
Tacos Gavilan Norwalk,2025-11-25,Martes,12:00 AM,507.08,11:00 PM,800.58
Tacos Gavilan Azusa,2025-11-25,Martes,9:00 AM,12.38,11:00 PM,235.83
Tacos Gavilan Slauson,2025-11-25,Martes,12:00 AM,370.22,11:00 PM,737.23
Tacos Gavilan LA Broadway,2025-11-25,Martes,12:00 AM,440.35,11:00 PM,560.02
Tacos Gavilan West Covina,2025-11-25,Martes,12:00 AM,419.89,11:00 PM,573.11
Tacos Gavilan La Puente,2025-11-25,Martes,9:00 AM,92.67,11:00 PM,311.83
Tacos Gavilan South Gate,2025-11-25,Martes,9:00 AM,113.42,11:00 PM,288.83
Tacos Gavilan Santa Ana,2025-11-26,Miércoles,10:00 AM,506.09,11:00 PM,584.70
Tacos Gavilan La Puente,2025-11-26,Miércoles,9:00 AM,72.67,11:00 PM,420.14
Tacos Gavilan Azusa,2025-11-26,Miércoles,9:00 AM,37.89,11:00 PM,483.77
Tacos Gavilan LA Central,2025-11-26,Miércoles,12:00 AM,1574.11,11:00 PM,2177.33
Tacos Gavilan Bell,2025-11-26,Miércoles,10:00 AM,288.80,11:00 PM,325.41
Tacos Gavilan Norwalk,2025-11-26,Miércoles,12:00 AM,962.52,11:00 PM,1362.73
Tacos Gavilan Slauson,2025-11-26,Miércoles,12:00 AM,704.59,11:00 PM,1359.60
Tacos Gavilan Hollywood,2025-11-26,Miércoles,9:00 AM,662.32,11:00 PM,463.47
Tacos Gavilan Downey,2025-11-26,Miércoles,12:00 AM,8.59,11:00 PM,756.37
Tacos Gavilan LA Broadway,2025-11-26,Miércoles,12:00 AM,538.59,11:00 PM,639.38
Tacos Gavilan Huntington Park,2025-11-26,Miércoles,10:00 AM,769.68,11:00 PM,487.30
Tacos Gavilan Rialto,2025-11-26,Miércoles,8:00 AM,26.19,11:00 PM,588.86
Tacos Gavilan West Covina,2025-11-26,Miércoles,12:00 AM,932.91,11:00 PM,936.38
Tacos Gavilan South Gate,2025-11-26,Miércoles,9:00 AM,140.13,11:00 PM,951.94
Tacos Gavilan Lynwood,2025-11-26,Miércoles,12:00 AM,1485.15,11:00 PM,1458.90
Tacos Gavilan West Covina,2025-11-27,Jueves,9:00 AM,80.76,3:00 PM,271.31
Tacos Gavilan Santa Ana,2025-11-27,Jueves,10:00 AM,330.19,3:00 PM,340.97
Tacos Gavilan La Puente,2025-11-27,Jueves,8:00 AM,41.18,3:00 PM,338.20
Tacos Gavilan Rialto,2025-11-27,Jueves,9:00 AM,456.57,3:00 PM,703.59
Tacos Gavilan LA Central,2025-11-27,Jueves,7:00 AM,28.46,3:00 PM,631.09
Tacos Gavilan South Gate,2025-11-27,Jueves,9:00 AM,362.08,3:00 PM,490.75
Tacos Gavilan Bell,2025-11-27,Jueves,10:00 AM,356.57,4:00 PM,26.19
Tacos Gavilan Downey,2025-11-27,Jueves,8:00 AM,7.58,3:00 PM,485.14
Tacos Gavilan Huntington Park,2025-11-27,Jueves,10:00 AM,516.58,3:00 PM,437.81
Tacos Gavilan Lynwood,2025-11-27,Jueves,9:00 AM,321.75,3:00 PM,522.49
Tacos Gavilan Slauson,2025-11-27,Jueves,10:00 AM,660.25,4:00 PM,26.19
Tacos Gavilan Hollywood,2025-11-27,Jueves,8:00 AM,19.97,3:00 PM,448.69
Tacos Gavilan Azusa,2025-11-27,Jueves,9:00 AM,7.87,4:00 PM,28.67
Tacos Gavilan LA Broadway,2025-11-27,Jueves,7:00 AM,8.59,3:00 PM,588.46
Tacos Gavilan Norwalk,2025-11-27,Jueves,9:00 AM,3.79,3:00 PM,531.94
Tacos Gavilan Santa Ana,2025-11-28,Viernes,12:00 AM,364.54,11:00 PM,817.49
Tacos Gavilan La Puente,2025-11-28,Viernes,12:00 AM,198.74,11:00 PM,454.21
Tacos Gavilan Azusa,2025-11-28,Viernes,12:00 AM,224.78,11:00 PM,378.87
Tacos Gavilan LA Central,2025-11-28,Viernes,12:00 AM,830.14,11:00 PM,1550.30
Tacos Gavilan South Gate,2025-11-28,Viernes,12:00 AM,430.97,11:00 PM,813.01
Tacos Gavilan Bell,2025-11-28,Viernes,12:00 AM,70.07,11:00 PM,450.25
Tacos Gavilan Slauson,2025-11-28,Viernes,12:00 AM,622.36,11:00 PM,879.68
Tacos Gavilan LA Broadway,2025-11-28,Viernes,12:00 AM,509.78,11:00 PM,774.91
Tacos Gavilan Rialto,2025-11-28,Viernes,12:00 AM,472.81,11:00 PM,699.72
Tacos Gavilan Norwalk,2025-11-28,Viernes,12:00 AM,929.44,11:00 PM,755.43
Tacos Gavilan Downey,2025-11-28,Viernes,12:00 AM,662.72,11:00 PM,693.60
Tacos Gavilan Hollywood,2025-11-28,Viernes,12:00 AM,569.35,11:00 PM,571.74
Tacos Gavilan West Covina,2025-11-28,Viernes,12:00 AM,304.63,11:00 PM,918.24
Tacos Gavilan Huntington Park,2025-11-28,Viernes,12:00 AM,312.36,11:00 PM,491.76
Tacos Gavilan Lynwood,2025-11-28,Viernes,12:00 AM,469.87,11:00 PM,777.06
Tacos Gavilan Santa Ana,2025-11-29,Sábado,12:00 AM,390.25,11:00 PM,519.69
Tacos Gavilan Rialto,2025-11-29,Sábado,12:00 AM,890.38,11:00 PM,1067.79
Tacos Gavilan LA Central,2025-11-29,Sábado,12:00 AM,872.60,11:00 PM,1386.96
Tacos Gavilan South Gate,2025-11-29,Sábado,12:00 AM,527.98,11:00 PM,569.78
Tacos Gavilan Downey,2025-11-29,Sábado,12:00 AM,579.75,11:00 PM,808.88
Tacos Gavilan Huntington Park,2025-11-29,Sábado,12:00 AM,708.95,11:00 PM,623.36
Tacos Gavilan Hollywood,2025-11-29,Sábado,12:00 AM,454.97,11:00 PM,754.67
Tacos Gavilan Azusa,2025-11-29,Sábado,12:00 AM,68.95,11:00 PM,342.03
Tacos Gavilan Bell,2025-11-29,Sábado,12:00 AM,284.50,11:00 PM,404.78
Tacos Gavilan LA Broadway,2025-11-29,Sábado,12:00 AM,779.79,11:00 PM,779.80
Tacos Gavilan La Puente,2025-11-29,Sábado,12:00 AM,428.22,11:00 PM,432.14
Tacos Gavilan Norwalk,2025-11-29,Sábado,12:00 AM,813.95,11:00 PM,735.62
Tacos Gavilan West Covina,2025-11-29,Sábado,12:00 AM,632.19,11:00 PM,906.44
Tacos Gavilan Slauson,2025-11-29,Sábado,12:00 AM,1020.94,11:00 PM,1156.75
Tacos Gavilan Lynwood,2025-11-29,Sábado,12:00 AM,909.96,11:00 PM,1293.32
Tacos Gavilan Santa Ana,2025-11-30,Domingo,10:00 AM,261.23,11:00 PM,526.81
Tacos Gavilan Rialto,2025-11-30,Domingo,12:00 AM,319.50,11:00 PM,484.53
Tacos Gavilan LA Central,2025-11-30,Domingo,12:00 AM,619.62,11:00 PM,934.58
Tacos Gavilan South Gate,2025-11-30,Domingo,9:00 AM,37.94,11:00 PM,329.14
Tacos Gavilan Huntington Park,2025-11-30,Domingo,12:00 AM,20.25,11:00 PM,235.54
Tacos Gavilan Norwalk,2025-11-30,Domingo,12:00 AM,219.80,11:00 PM,652.73
Tacos Gavilan Hollywood,2025-11-30,Domingo,8:00 AM,19.58,11:00 PM,254.77
Tacos Gavilan LA Broadway,2025-11-30,Domingo,12:00 AM,536.17,11:00 PM,796.51
Tacos Gavilan West Covina,2025-11-30,Domingo,12:00 AM,455.04,11:00 PM,322.95
Tacos Gavilan Azusa,2025-11-30,Domingo,9:00 AM,29.21,11:00 PM,170.94
Tacos Gavilan La Puente,2025-11-30,Domingo,9:00 AM,77.03,11:00 PM,232.87
Tacos Gavilan Bell,2025-11-30,Domingo,10:00 AM,216.37,11:00 PM,224.92
Tacos Gavilan Downey,2025-11-30,Domingo,9:00 AM,306.22,11:00 PM,220.92
Tacos Gavilan Slauson,2025-11-30,Domingo,12:00 AM,436.89,11:00 PM,635.62
Tacos Gavilan Lynwood,2025-11-30,Domingo,12:00 AM,484.12,11:00 PM,726.63
Tacos Gavilan West Covina,2025-12-01,Lunes,12:00 AM,495.54,11:00 PM,515.45
Tacos Gavilan La Puente,2025-12-01,Lunes,9:00 AM,39.42,11:00 PM,213.41
Tacos Gavilan LA Central,2025-12-01,Lunes,12:00 AM,743.35,11:00 PM,731.57
Tacos Gavilan Downey,2025-12-01,Lunes,8:00 AM,11.38,11:00 PM,329.54
Tacos Gavilan Huntington Park,2025-12-01,Lunes,10:00 AM,150.33,11:00 PM,265.70
Tacos Gavilan Lynwood,2025-12-01,Lunes,12:00 AM,533.20,11:00 PM,649.43
Tacos Gavilan Slauson,2025-12-01,Lunes,12:00 AM,498.52,11:00 PM,684.54
Tacos Gavilan LA Broadway,2025-12-01,Lunes,12:00 AM,347.26,11:00 PM,597.30
Tacos Gavilan Norwalk,2025-12-01,Lunes,12:00 AM,477.93,11:00 PM,510.06
Tacos Gavilan Bell,2025-12-01,Lunes,10:00 AM,313.04,11:00 PM,218.65
Tacos Gavilan Hollywood,2025-12-01,Lunes,8:00 AM,55.39,11:00 PM,430.98
Tacos Gavilan Rialto,2025-12-01,Lunes,9:00 AM,169.26,11:00 PM,250.30
Tacos Gavilan Azusa,2025-12-01,Lunes,10:00 AM,196.94,11:00 PM,109.88
Tacos Gavilan South Gate,2025-12-01,Lunes,9:00 AM,68.96,11:00 PM,307.78
Tacos Gavilan Santa Ana,2025-12-01,Lunes,10:00 AM,383.14,11:00 PM,193.86
Tacos Gavilan Santa Ana,2025-12-02,Martes,9:00 AM,47.68,11:00 PM,331.36
Tacos Gavilan Rialto,2025-12-02,Martes,9:00 AM,109.82,11:00 PM,497.34
Tacos Gavilan LA Central,2025-12-02,Martes,12:00 AM,674.02,11:00 PM,734.82
Tacos Gavilan Huntington Park,2025-12-02,Martes,9:00 AM,3.29,11:00 PM,522.21
Tacos Gavilan Lynwood,2025-12-02,Martes,12:00 AM,550.81,11:00 PM,828.68
Tacos Gavilan Norwalk,2025-12-02,Martes,12:00 AM,522.22,11:00 PM,530.20
Tacos Gavilan Hollywood,2025-12-02,Martes,8:00 AM,10.85,11:00 PM,286.20
Tacos Gavilan Downey,2025-12-02,Martes,8:00 AM,8.59,11:00 PM,382.79
Tacos Gavilan Bell,2025-12-02,Martes,9:00 AM,13.74,11:00 PM,199.48
Tacos Gavilan Azusa,2025-12-02,Martes,10:00 AM,296.99,11:00 PM,215.28
Tacos Gavilan LA Broadway,2025-12-02,Martes,12:00 AM,325.76,11:00 PM,408.57
Tacos Gavilan South Gate,2025-12-02,Martes,9:00 AM,95.03,11:00 PM,485.48
Tacos Gavilan La Puente,2025-12-02,Martes,9:00 AM,8.51,11:00 PM,241.23
Tacos Gavilan West Covina,2025-12-02,Martes,12:00 AM,450.22,11:00 PM,502.99
Tacos Gavilan Slauson,2025-12-02,Martes,12:00 AM,417.06,11:00 PM,669.07
Tacos Gavilan West Covina,2025-12-03,Miércoles,12:00 AM,472.08,11:00 PM,556.20
Tacos Gavilan Rialto,2025-12-03,Miércoles,9:00 AM,331.19,11:00 PM,333.49
Tacos Gavilan LA Central,2025-12-03,Miércoles,12:00 AM,731.50,11:00 PM,1112.53
Tacos Gavilan South Gate,2025-12-03,Miércoles,9:00 AM,174.55,11:00 PM,412.51
Tacos Gavilan Downey,2025-12-03,Miércoles,9:00 AM,662.15,11:00 PM,272.16
Tacos Gavilan Huntington Park,2025-12-03,Miércoles,10:00 AM,331.53,11:00 PM,474.52
Tacos Gavilan Hollywood,2025-12-03,Miércoles,9:00 AM,347.19,11:00 PM,459.97
Tacos Gavilan Azusa,2025-12-03,Miércoles,9:00 AM,9.89,11:00 PM,209.98
Tacos Gavilan Norwalk,2025-12-03,Miércoles,12:00 AM,479.29,11:00 PM,389.20
Tacos Gavilan La Puente,2025-12-03,Miércoles,9:00 AM,72.35,11:00 PM,212.92
Tacos Gavilan Lynwood,2025-12-03,Miércoles,12:00 AM,651.33,11:00 PM,565.83
Tacos Gavilan LA Broadway,2025-12-03,Miércoles,12:00 AM,365.22,11:00 PM,449.58
Tacos Gavilan Bell,2025-12-03,Miércoles,12:00 AM,8.59,11:00 PM,182.72
Tacos Gavilan Slauson,2025-12-03,Miércoles,12:00 AM,420.12,11:00 PM,531.55
Tacos Gavilan Santa Ana,2025-12-03,Miércoles,10:00 AM,1004.93,11:00 PM,433.11
Tacos Gavilan Santa Ana,2025-12-04,Jueves,10:00 AM,440.30,11:00 PM,472.26
Tacos Gavilan La Puente,2025-12-04,Jueves,8:00 AM,26.33,11:00 PM,368.50
Tacos Gavilan Rialto,2025-12-04,Jueves,12:00 AM,203.78,11:00 PM,657.20
Tacos Gavilan LA Central,2025-12-04,Jueves,12:00 AM,722.20,11:00 PM,953.64
Tacos Gavilan Bell,2025-12-04,Jueves,10:00 AM,355.89,11:00 PM,129.46
Tacos Gavilan Slauson,2025-12-04,Jueves,12:00 AM,403.19,11:00 PM,831.10
Tacos Gavilan Hollywood,2025-12-04,Jueves,9:00 AM,448.63,11:00 PM,751.81
Tacos Gavilan LA Broadway,2025-12-04,Jueves,12:00 AM,488.27,11:00 PM,625.32
Tacos Gavilan Azusa,2025-12-04,Jueves,9:00 AM,94.41,11:00 PM,148.71
Tacos Gavilan Norwalk,2025-12-04,Jueves,12:00 AM,716.61,11:00 PM,709.94
Tacos Gavilan West Covina,2025-12-04,Jueves,12:00 AM,525.67,11:00 PM,690.19
Tacos Gavilan South Gate,2025-12-04,Jueves,12:00 AM,7.58,11:00 PM,467.88
