id,user_id,type,title,message,link,is_read,created_at,reference_id,reference_type,read
279,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=129,false,2026-01-05 01:33:04.159031+00,129,supervisor_inspections,false
281,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=130,false,2026-01-05 01:33:04.159031+00,130,supervisor_inspections,false
282,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=130,false,2026-01-05 01:33:04.159031+00,130,supervisor_inspections,false
283,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=130,false,2026-01-05 01:33:04.159031+00,130,supervisor_inspections,false
284,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=130,false,2026-01-05 01:33:04.159031+00,130,supervisor_inspections,false
285,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=130,false,2026-01-05 01:33:04.159031+00,130,supervisor_inspections,false
287,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=131,false,2026-01-05 01:33:04.159031+00,131,supervisor_inspections,false
288,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=131,false,2026-01-05 01:33:04.159031+00,131,supervisor_inspections,false
289,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=131,false,2026-01-05 01:33:04.159031+00,131,supervisor_inspections,false
290,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=131,false,2026-01-05 01:33:04.159031+00,131,supervisor_inspections,false
291,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=131,false,2026-01-05 01:33:04.159031+00,131,supervisor_inspections,false
293,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=132,false,2026-01-05 01:33:04.159031+00,132,supervisor_inspections,false
294,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=132,false,2026-01-05 01:33:04.159031+00,132,supervisor_inspections,false
295,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=132,false,2026-01-05 01:33:04.159031+00,132,supervisor_inspections,false
296,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=132,false,2026-01-05 01:33:04.159031+00,132,supervisor_inspections,false
297,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=132,false,2026-01-05 01:33:04.159031+00,132,supervisor_inspections,false
299,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=133,false,2026-01-05 01:33:04.159031+00,133,supervisor_inspections,false
300,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=133,false,2026-01-05 01:33:04.159031+00,133,supervisor_inspections,false
301,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=133,false,2026-01-05 01:33:04.159031+00,133,supervisor_inspections,false
302,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=133,false,2026-01-05 01:33:04.159031+00,133,supervisor_inspections,false
303,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=133,false,2026-01-05 01:33:04.159031+00,133,supervisor_inspections,false
305,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=134,false,2026-01-05 01:33:04.159031+00,134,supervisor_inspections,false
306,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=134,false,2026-01-05 01:33:04.159031+00,134,supervisor_inspections,false
307,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=134,false,2026-01-05 01:33:04.159031+00,134,supervisor_inspections,false
308,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=134,false,2026-01-05 01:33:04.159031+00,134,supervisor_inspections,false
309,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=134,false,2026-01-05 01:33:04.159031+00,134,supervisor_inspections,false
311,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=135,false,2026-01-05 01:33:04.159031+00,135,supervisor_inspections,false
312,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=135,false,2026-01-05 01:33:04.159031+00,135,supervisor_inspections,false
313,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=135,false,2026-01-05 01:33:04.159031+00,135,supervisor_inspections,false
314,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=135,false,2026-01-05 01:33:04.159031+00,135,supervisor_inspections,false
